Genome	PSM count	Peptide count	Unique peptide count	GTDB_Name	GTDB_Rank	GTDB_Superkingdom	GTDB_Kingdom	GTDB_Phylum	GTDB_Class	GTDB_Order	GTDB_Family	GTDB_Genus	GTDB_Species	NCBI_Name	NCBI_Rank	NCBI_Superkingdom	NCBI_Kingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	Intensity 10_18	Intensity 10_9	Intensity 11_18	Intensity 11_9	Intensity 12_18	Intensity 12_9	Intensity 13_18	Intensity 13_9	Intensity 14_18	Intensity 14_9	Intensity 15_18	Intensity 15_9	Intensity 16_18	Intensity 16_9	Intensity 17_18	Intensity 17_9	Intensity 18_18	Intensity 18_9	Intensity 9_18	Intensity 9_9
MGYG000300646	2470	123	25	Phocaeicola	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola												5.766522666666667E7	2073620.0	7.877560666666667E7	0.0	9.21152E7	0.0	9.393474333333333E7	3580400.0	1.0305973666666667E8	0.0	5.2693E7	0.0	2.0396701666666666E8	139110.0	4.515314666666667E7	0.0	5.400265333333333E7	0.0	5.904308E7	0.0
MGYG000301737	3861	177	16	Anaerotignum sp004557645	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp004557645	[Eubacterium] saphenum	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales			[Eubacterium] saphenum	2.1696330854700856E7	1.586587E7	7.564385056410256E7	6.00052E7	1.8931239914529916E7	5.611825E7	7.950130736507937E7	1.0464259E8	8.623942044444445E7	7.00967E7	7.13378975873016E7	5.5135E7	5.915324738705739E7	1.35899E7	3.423145952380952E7	6936900.0	9475970.634920634	4566500.0	6.5541818559218556E7	3.615E7
MGYG000302705	1237	54	4	Fusobacterium_B sp900545035	Species	Bacteria		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_B	Fusobacterium_B sp900545035	Fusobacterium	Genus	Bacteria		Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium		2964710.0	4106000.0	1.3933816666666668E7	3143200.0	1899200.0	1.4231E7	4478716.666666667	1.1499E8	1.323185E7	4188050.0	8228203.333333333	7291300.0	3234500.0	1.4353E7	1.3677333333333332E7	727710.0	0.0	9590360.0	5230600.0	3.9547E7
MGYG000300880	7978	641	118	Prevotella sp900316565	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900316565	Prevotella	Genus	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		1.4190835359343436E9	2.1619681333333334E8	1.0887185333080807E9	5.37769615E8	1.1628920224444444E9	4.139232366666667E8	1.1628634032323232E9	4.02396725E8	1.2941786408080804E9	4.2019858E8	8.996041319191921E8	1.7645361E8	1.296209097010101E9	6.4691993666666664E7	8.022600787373737E8	2.6252923E7	9.75293443611111E8	4.9438933333333336E7	6.349072772222222E8	3.842132613333333E8
MGYG000301850	711	59	11	Basfia_A	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Basfia_A												2869100.0	0.0	6.5330745E7	98305.0	3243000.0	4.0808E8	1.24615E7	0.0	8671450.0	0.0	1.83241E7	0.0	1.2171567E7	3321200.0	8964550.0	428720.0	1.9736E7	0.0	1151500.0	133075.0
MGYG000301618	2364	155	14	Muricomes sp012524165	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes sp012524165	Faecalicatena	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Faecalicatena		1.566553001975684E8	0.0	6.955705357142857E7	4433784.285714285	3.191450857142857E7	1620998.5714285714	9.14790290526849E7	1506040.0	8.837651030901723E7	3036440.0	4.723516357142857E7	534190.0	5.897371138297872E7	152620.0	4.825004983282675E7	2588080.0	2.3379564285714287E7	2423756.666666667	1.0940799186423506E8	1504400.0
MGYG000299883	388	16	1	Enterousia sp900549365	Species	Bacteria		Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Enterousia	Enterousia sp900549365	Rickettsiales	Order	Bacteria		Proteobacteria	Alphaproteobacteria	Rickettsiales				3638000.0	0.0	4005800.0	0.0	0.0	351360.0	9649300.0	0.0	0.0	0.0	1309500.0	0.0	0.0	0.0	4488500.0	0.0	0.0	1099700.0	4024800.0	0.0
MGYG000301902	495	32	6	Zag111 sp002103105	Species	Bacteria		Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	Zag111 sp002103105	Bacteria	Subkingdom	Bacteria								840650.0	0.0	0.0	0.0	190450.0	0.0	119180.0	0.0	1.001307E7	0.0	1.379001E7	0.0	853290.0	0.0	4248720.0	0.0	1413700.0	0.0	5044480.0	0.0
MGYG000300936	16928	1607	277	Faecalibacterium sp003449675	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp003449675	Faecalibacterium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium		5.58979900059091E9	1.6455324940909088E8	2.760444706484849E9	3.427680326666667E8	2.1173839389393938E9	1.4194933633333334E8	2.0240996821666667E9	2.790810756666667E8	2.964053913878788E9	5.709157016666667E8	2.564619291045454E9	3.3667181000000006E8	4.298597120075758E9	2.8794131149999994E8	3.1067263021666675E9	1.0054270000000001E8	3.175634865969697E9	1.7014297233333334E8	3.3555235625833335E9	6.5553145E7
MGYG000300815	6141	468	74	Prevotella	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella												5.293916378138528E8	6621536.19047619	1.5912571077922076E8	1.3478577272727273E7	6.330224881818181E8	2.4395110476190478E7	7.958432236580086E8	2.230821693181818E7	2.1902425130952382E8	1.0284595454545455E7	4.892558114718614E8	9589181.818181818	1.0946650250595238E9	1.773790064935065E7	2.4561811416666666E8	3810145.558441559	3.221633976190476E8	1.3125041079545455E7	2.80135153030303E8	9652127.272727273
MGYG000300816	6060	712	174	Gemmiger variabilis_A	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger variabilis_A	Subdoligranulum variabile	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum variabile	1.519650388576923E9	2.7541874E7	9.694338788076922E8	2.9609743E7	5.702736301666666E8	2.2395628E7	1.0622985783974358E9	4.829181E7	2.1477578969322343E9	4.2857327E7	8.612442707142857E8	2.4678747846153848E7	1.2892453200769231E9	6.5534608E7	1.027598609084249E9	3.1499097E7	6.858175061666666E8	2.9997332E7	1.322807239775641E9	1.45920035E7
MGYG000301905	2790	201	35	Gemmiger sp004555405	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp004555405	Faecalibacterium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium		3.67339425E8	3249950.0	2.1895325E8	1.050965E7	1.5859604E8	1.3893675E7	2.9251057E8	2.04466E7	2.651181775E8	1.3243995E7	2.23025907E8	1.183133E7	2.087267175E8	6558750.0	1.5031954E8	6423840.0	1.3347581E8	2726400.0	2.78629725E8	9126560.0
MGYG000301907	143	23	3	Faecousia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia												4753712.788461538	93450.0	4102537.3076923075	0.0	0.0	0.0	7942469.230769231	3960350.0	3337583.3846153845	0.0	0.0	0.0	4896568.076923077	0.0	4584603.846153846	0.0	1449600.0	36977.5	1.4792832692307692E7	0.0
MGYG000301916	2202	73	6	SIG351	Genus	Bacteria		Firmicutes_A	Clostridia	HGM11327	HGM11327	SIG351												4650431.25	0.0	4463881.25	0.0	0.0	0.0	173212.5	0.0	6.073889125E7	0.0	1.91963375E7	0.0	60595.625	0.0	2061900.0	0.0	5433150.0	2012800.0	4356645.0	0.0
MGYG000301919	940	26	4	UBA6345	Genus	Bacteria		Firmicutes_A	Clostridia	Christensenellales	UBA1242	UBA6345												0.0	6505400.0	0.0	0.0	0.0	5862100.0	6765600.0	0.0	5876800.0	0.0	0.0	1491700.0	0.0	7694800.0	2505800.0	0.0	1.72245E7	0.0	0.0	2871600.0
MGYG000301918	3510	270	62	CAG-83	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83												2.514596077713675E8	1.3903416E7	4.637940227029915E8	3.8032922E8	3.873985849145299E8	2.8614562E8	2.5118777797619048E8	3.7581928E8	2.6680508458333334E8	3.02512896E8	1.4286697675396827E8	4.898182E7	2.924730673453907E8	2.6841626E7	1.4201456752380952E8	1.68472E7	1.9206590463492066E8	3.7708197E7	2.0670745289255193E8	3.47344198E8
MGYG000301803	7131	796	179	Anaerovibrio sp016302095	Species	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio sp016302095	Anaerovibrio	Genus	Bacteria		Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio		2.509088156666666E9	6.955147033333334E7	1.0626314508333333E9	3.2216775333333332E7	4.885982066666666E8	9.529297733333334E7	1.9667229912222223E9	1.299231635E9	1.4008910193333333E9	1.17821938E9	2.490130701666667E9	3.24105785E8	1.8963527136666665E9	3.753198833333333E7	2.1165232683333333E9	5.54243568E8	2.0941590583333333E9	4.3813667E7	2.2740556744444447E9	6.264954533333334E8
MGYG000301924	19	2	1	CAG-302	Genus	Bacteria		Firmicutes	Bacilli	RF39	UBA660	CAG-302												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6074E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000300714	27429	3921	2547	Selenomonadaceae	Family	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae													1.8928532148378887E10	6.81702494E8	2.6084437515918804E10	1.1830822735E9	2.9593397482222223E9	8.069266311666666E8	3.4213853170077106E10	1.1893190725E9	3.088312802651109E10	9.765556605E8	1.2649836922777777E10	8.84031771E8	2.282847569618213E10	1.0391076671666666E9	4.612271110947264E10	6.16377576E8	3.048002997E9	7.27163344E8	1.6345785243143845E10	5.364440913333333E8
MGYG000299792	785	39	7	CAG-196	Genus	Bacteria		Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196												5279635.0	0.0	4171630.0	6149500.0	0.0	861400.0	1.124254E7	0.0	4.67839E7	0.0	1.673077E7	806470.0	1729110.0	0.0	2.44724E7	0.0	9412800.0	0.0	1.94857E7	0.0
MGYG000299790	2626	164	12	Faecousia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia												2.8729405E7	741302.5	2.2356242307692308E7	0.0	5586000.0	742780.0	3.2297704230769232E7	3990240.0	2.2034005384615384E7	237957.5	2.7094345E7	985430.0	2.4550198076923076E7	5853212.5	1.3113203846153846E7	3019500.0	3195110.0	537720.0	1.7048852307692308E7	259850.0
MGYG000301805	800	13	2	Porphyromonas	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas												1.511E7	0.0	3130600.0	0.0	9.6089E8	6537300.0	1.9063E7	1.2379E7	2397300.0	0.0	9976600.0	0.0	2252500.0	0.0	2.1329E7	0.0	2.6396E7	0.0	4791000.0	0.0
MGYG000301925	735	29	5	UBA5893	Genus	Bacteria		Firmicutes_A	Clostridia	Christensenellales	UBA1242	UBA5893												5884150.0	786330.0	1.1475E7	0.0	3.5944E7	662250.0	1.24884E7	2221400.0	4104100.0	598420.0	1.26387E7	0.0	2738400.0	256750.0	1.08705E7	0.0	5757110.0	429760.0	0.0	650690.0
MGYG000301928	622	32	2	Anaeroplasma	Genus	Bacteria		Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	Anaeroplasma												1478800.0	0.0	0.0	0.0	0.0	480140.0	0.0	0.0	0.0	0.0	0.0	210580.0	0.0	0.0	5968000.0	0.0	0.0	0.0	0.0	0.0
MGYG000301807	1001	45	1	CAG-238	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-238												6118833.333333333	0.0	1263600.0	2593500.0	2163266.6666666665	3936500.0	4.03739E7	0.0	5930900.0	0.0	2281600.0	0.0	3480500.0	0.0	1867100.0	0.0	0.0	0.0	6847166.666666667	0.0
MGYG000301929	1064	54	12	CAG-269	Genus	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269												5743700.0	0.0	2.27561E7	4247900.0	1523700.0	0.0	8.53066E7	0.0	5.91053E7	0.0	2.02625E7	0.0	3.75965E7	0.0	1.62221E7	0.0	6190920.0	0.0	9905000.0	0.0
MGYG000301931	7020	547	70	UBA2882	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2882												3.567555005032467E8	1.459325825E8	6.606741578733766E8	3.68009955E8	2.100452468181818E8	3.0902453821428573E8	6.19751394383117E8	6.2933539E8	8.577232978409091E8	7.391972485714285E8	3.5668164980519474E8	5.53929127E8	6.184249819886364E8	1.5380895E7	2.1872357376623377E8	3.3572705E7	1.2889669928571428E8	1.506109275E8	5.047535696103896E8	2.1483252285714287E8
MGYG000301810	5173	937	246	Bifidobacterium boum	Species	Bacteria		Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium boum	Bifidobacterium	Genus	Bacteria		Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		1.0919547365E9	2.690060688E9	9.89797865E8	7.0122794425E9	2.2362806575E9	5.4003951175E9	1.024528265E9	8.75554681E9	1.445459535E9	4.57556129E9	2.275303125E9	4.67500846E8	2.29863813E9	1.0877636775E9	9.0019803E8	7.75400404E8	1.92492807E9	4.27685463E9	1.363100735E9	4.506084859E9
MGYG000301937	4138	264	17	Lachnospiraceae	Family	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae													6.807405402930401E7	4856766.666666666	8.892509304029304E7	5998300.0	2.502014531135531E7	8032150.0	7.66287880952381E7	1.2790355E7	1.7381600476190478E8	9323640.0	4.588814333333333E7	9571300.0	7.211153564102563E7	1.054173E7	2.6740283333333332E7	1.6654966666666666E7	1.5376601666666666E7	1.2440846666666666E7	1.01370813003663E8	8396400.0
MGYG000301815	3968	369	211	Turicibacter sp001543345	Species	Bacteria		Firmicutes	Bacilli	Haloplasmatales_A	Turicibacteraceae	Turicibacter	Turicibacter sp001543345	Turicibacter	Genus	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter		2.79367745E8	1.9649055E7	2.81719265E8	4.47978995E8	1.728438975E8	6.884218E7	2.75812365E8	3.93852745E7	3.78274575E8	1.6620985425E9	2.0433613E8	5.3850211E7	7.0041503E8	6.0734858E7	3.17754405E8	2.7885966E7	2.98062265E8	2.38993875E7	2.55943115E8	4.47147E7
MGYG000300969	258	9	2	Bacillus velezensis	Species	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	Bacillus velezensis	Species	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1627300.0	1494000.0	3387500.0	0.0	0.0	2432800.0	7532400.0	2686500.0	0.0	6.1734E7	0.0	0.0	0.0	0.0	0.0	5564100.0	2608400.0	1836200.0	0.0	0.0
MGYG000300848	649	49	13	Bulleidia	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia												5781388.888888889	3396238.888888889	1.2124778888888888E7	255433.33333333334	9.319614222222222E7	221011.11111111112	2.0020312222222224E7	268422.22222222225	1.385087E7	265744.44444444444	1.5214322222222222E7	1163700.0	1.0103346666666666E7	123219.44444444444	7900857.222222222	0.0	1.3587915E7	0.0	6434488.888888889	831395.5555555555
MGYG000301938	535	14	1	UBA6448 sp000437315	Species	Bacteria		Firmicutes	Bacilli	RF39	UBA660	UBA6448	UBA6448 sp000437315	Tenericutes	Phylum	Bacteria		Tenericutes						200890.0	0.0	0.0	0.0	0.0	0.0	231416.66666666666	0.0	6830043.333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276620.0	0.0
MGYG000302198	2500	118	10	W0P33-017	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	W0P33-017												6295184.188034188	7267240.0	2806269.230769231	2693500.0	7.052340491452992E7	0.0	8798388.888888888	0.0	9767127.777777778	5743000.0	2610644.4444444445	2776200.0	4993764.52991453	0.0	1304966.6666666667	2223600.0	3231907.777777778	0.0	1.8656354273504272E7	478730.0
MGYG000303169	707	24	1	Absicoccus porci	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absicoccus	Absicoccus porci	Faecalitalea	Genus	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea		131888.88888888888	92138.88888888889	39878.88888888889	255433.33333333334	41942.22222222222	221011.11111111112	109012.22222222222	268422.22222222225	58370.0	265744.44444444444	169022.22222222222	0.0	97046.66666666667	48094.444444444445	7197622.222222222	0.0	9312500.0	0.0	258588.88888888888	145755.55555555556
MGYG000302079	96	7	1	Enterosoma	Genus	Bacteria		Firmicutes	Bacilli	RFN20	CAG-288	Enterosoma												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1376000.0	0.0	745240.0	0.0	0.0	0.0
MGYG000303168	162	9	1	Anaerosphaera	Genus	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerosphaera												1142700.0	0.0	539600.0	0.0	1.4243926666666666E7	0.0	699820.0	0.0	762060.0	0.0	483920.0	0.0	1853340.0	0.0	500360.0	0.0	352300.0	0.0	487220.0	0.0
MGYG000302084	3429	320	33	Prevotella sp900313215	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900313215	Prevotella copri	Species	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	9.7438475E7	1286470.0	1.6199826166666666E8	0.0	1.522003755E8	1095700.0	1.356929833333333E8	1113226.25	8.824203583333334E7	2713630.0	2.30806975E8	1741220.0	1.481808645833333E8	0.0	1.3648421916666666E8	4290125.5	1.2109705E8	71501.625	1.08482722E8	0.0
MGYG000300901	10694	891	154	Bariatricus sp004560705	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus sp004560705	Bacteria	Subkingdom	Bacteria								1.412199010688411E9	2.0751770714285713E8	1.1877894430219781E9	9.317638428571428E7	9.474073978571428E8	1.889626519047619E8	1.7719971049501207E9	1.1757681833333334E8	1.6551347399793465E9	1.0254142966666667E8	9.37176488E8	2.2214147904761904E8	7.444234830551398E8	2.1516331261904764E8	7.78592647250409E8	6.876639357142857E7	5.2259229916666675E8	5.862345190476191E7	1.9301040600327332E9	1.475140566666667E8
MGYG000302092	286	6	1	Lachnospira sp003537285	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp003537285	Lachnospira	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospira		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2887500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000300905	18451	1791	417	Agathobacter sp905209075	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp905209075	Lachnospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae			9.180364122122171E9	2.2591523114285713E8	1.0528169536734127E10	3.442773183333333E8	3.2915385259523807E9	4.197504235E8	1.0297148302227285E10	5.552577108333334E8	1.2169448085749495E10	2.09802432E8	8.760604273214287E9	4.5144885614285713E8	6.384617566452423E9	3.3939471028571427E8	7.617551195388383E9	3.5607783642857146E8	7.345539238708791E9	7.648180510714285E8	7.299779027038837E9	2.7636777E8
MGYG000303065	478	39	7	Treponema_D sp016293495	Species	Bacteria		Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016293495	Treponema	Genus	Bacteria		Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema		616550.0	0.0	1247690.0	996807.5	0.0	339225.0	4.232905E7	380675.0	2.5670675E7	0.0	0.0	143375.0	7144845.0	139465.0	0.0	0.0	0.0	429675.0	3.335494E7	297930.0
MGYG000303195	5999	495	245	Prevotella sp002251295	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251295	Prevotella	Genus	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		2.8927023E9	6.527129E7	8.511514113333333E9	6.660433E7	5.625524E8	7.720998E7	3.7749926666666665E9	7.207019E7	2.58445589E9	5.012107E7	1.7739273833333333E9	6.741159E7	3.2958782033333335E9	4.430572E7	8.572164633333334E8	5.038106E7	1.06559305E9	8.26027E7	1.0280286333333334E9	4.908714E7
MGYG000303192	2714	200	58	Succinivibrio sp003456415	Species	Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp003456415	Succinivibrio	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio		1.3329966233333333E8	4042296.6666666665	1.4733970799999997E8	1423130.0	2.5723626666666668E7	8396200.0	1.2063413333333334E8	3857933.3333333335	2.173940833333333E8	4305576.666666667	3.2208638000000006E8	5243910.0	3.9242202E8	9738360.0	3.8750599E8	5921791.666666667	1.2746638E8	9751503.333333334	7.773842E7	2025370.0
MGYG000300917	361	29	1	CAG-873 sp004554255	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp004554255	Bacteroidales	Order	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	770730.0	0.0	297540.0	0.0	0.0	0.0
MGYG000300921	1251	75	6	CAG-1024 sp004554165	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-138	CAG-1024	CAG-1024 sp004554165	Clostridia	Class	Bacteria		Firmicutes	Clostridia					3.225811E7	191227.5	1.1240165E7	4487040.0	7461715.0	0.0	7348666.666666667	334508.3333333333	2.6924278333333336E7	0.0	345451.6666666666	256959.0	2821658.333333333	1903002.5	966500.0	92065.0	2801445.0	288425.0	8628080.0	0.0
MGYG000300801	2135	192	25	Alloprevotella	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella												1.555448133333333E8	6168890.0	6.497482333333333E7	1216335.0	3.47184475E7	150970.0	1.6697442416666666E8	948830.0	6.982297273809524E7	265820.0	1.1210672E8	684966.0	2.6384946666666668E7	673400.0	2.0656128738095236E8	2494040.0	3.597774303571428E7	1353001.25	9.655533023809524E7	19015.333333333332
MGYG000303085	2102	84	7	RGIG2000	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-272	RGIG2000												7445700.0	0.0	2.60235E7	0.0	6114905.0	418585.0	3.03715E7	0.0	4.61937E7	0.0	5.144139E7	206530.0	2.29391E7	0.0	1.464535E7	0.0	1132300.0	756570.0	1.00845E7	0.0
MGYG000300925	674	39	7	CAG-269	Genus	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269												2.296754E7	0.0	1.984761E7	0.0	3898900.0	0.0	2.26436E7	6058210.0	2.013E7	5135900.0	1.75043E7	1127600.0	1.747565E7	0.0	3.76445E7	0.0	1.250218E7	0.0	2.0232E7	0.0
MGYG000300929	5143	552	135	Phascolarctobacterium_A succinatutens	Species	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens	Phascolarctobacterium succinatutens	Species	Bacteria		Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	1.6157107951975684E9	1.7800784E7	7.324706071428572E8	2.615424E7	5.245962066666666E8	2.9535177E7	9.237272376241133E8	2.526065E7	1.013758015070922E9	3.054878E7	8.636676376190476E8	3.0545591E7	5.225547839067883E8	3.1512493E7	8.490718253090172E8	1.5409040666666666E7	1.0424168745714285E9	2.6651954333333332E7	1.0094405632928065E9	1.069015E7
MGYG000300808	320	11	2	UBA1221	Genus	Bacteria		Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA1221												2147800.0	0.0	2222600.0	6689900.0	0.0	56354.0	6202400.0	0.0	3921800.0	2393100.0	0.0	0.0	0.0	1389500.0	2580500.0	0.0	98244.0	8376306.0	1379200.0	0.0
MGYG000301184	2069	180	54	SFRY01 sp004562065	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	SFRY01	SFRY01 sp004562065	Bacteria	Subkingdom	Bacteria								1.5666275E8	1.232784E7	1.219465E8	1.231341E7	1.1046102E8	7305650.0	2.9517593E8	7408460.0	3.909861E8	1404910.0	1.558536E8	9979820.0	8.902776E7	7748320.0	1.0598473E8	8208829.0	1.2273734E8	1.108742E7	1.2448753E8	5512250.0
MGYG000301064	735	37	1	Ruminococcus_E	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E												8402325.417348608	0.0	133519.23076923078	0.0	2350470.1923076925	0.0	720160.9574468085	0.0	4448248.404255319	0.0	4367697.5	444560.0	3269498.690671031	0.0	2799828.404255319	0.0	3555050.0	0.0	4824617.725040917	0.0
